Close
181.18
181.49
179.24
174.86
173.02
173.16
174.56
170.24
172.96
169.3
169.51
167.48
168.29
171.76
169.12
171.48
169.58
170.51
174.75
174.55
171.36
172.37
172.64
169.44
167.07
167.07
167.03
164.98
168.24
171.09
173.85
173.11
173.06
175.61
173.36
174.17
176.26
175.86
174.47
178.66
179.4
180.07
180.6
180.84
178.8
179.74
179.86
182.76
182.55
182.26
183.33
184.59
184.35
184.5
184.44
183.18
183.08
183.22
184.99
185.77
185.29
186.5
185.94
184.01
186.1
183.78
184.31
183.87
185.67
187.52
187.5
187.3
188.61
189.21
189.35
188.3
188.35
188.02
188.39
188.73
186.96
185.95
187.51
185.8
184.74
184.74
185.41
185.58
187.9
186.13
186.18
184.53
186.41
184.62
184.7
184.1
185.22
184.92
187.37
188.62
188.69
189.48
189.36
189.56
190.12
189.54
190.54
190.82
191.44
191.13
189.31
187.86
187.57
187.29
187.8
187.13
188.38
188.84
188.49
191.06
184.05
180.79
184.13
187.29
189.85
190.09
188.82
190.07
189.86
192.72
193.4
194.81
194.74
195.81
195.57
196.08
195.88
196.74
195.91
196.84
196.29
196.39
196.17
196.44
196.75
196.55
195.28
195.92
196.1
197.65
197.57
197.72
197.19
198.14
197.9
198.51
197.49
197.87
198.34
198.03
197.99
198.37
197.42
197.22
196.87
197.83
197.51
197.02
196.95
197.85
198.51
198.44
197.99
193.28
196.07
193.21
193.13
195.06
194.31
194.35
194.36
196.54
197.78
196.7
195.1
196.31
197.29
195.5
196.98
196.5
195.5
196.37
196.5
195.83
196.85
194.36
194.62
193.98
194.08
193.41
194.62
195.14
194.77
194.87
195.69
195.04
194.65
194.13
193.55
193.56
192.16
191.0
190.13
189.92
194.11
194.98
197.11
197.54
197.09
197.24
198.78
198.41
199.43
198.98
200.48
200.88
200.99
201.73
200.78
201.18
200.69
199.96
200.06
201.26
201.9
204.54
205.04
206.28
206.04
207.41
205.7
206.55
206.15
206.6
207.39
206.82
206.46
206.76
207.27
205.56
205.52
204.76
206.33
207.56
207.39
208.14
207.45
207.45
208.03
207.51
207.99
207.26
207.71
206.94
207.7
207.16
208.49
210.3
210.08
209.75
208.45
208.43
208.51
208.65
210.09
209.71
209.72
209.99
211.24
212.07
213.23
214.08
215.2
215.01
215.35
216.64
216.44
216.59
216.87
217.2
216.62
219.65
218.27
218.4
217.75
217.1
216.7
216.98
217.74
217.85
217.01
218.89
218.46
218.08
217.84
215.04
215.55
215.32
215.16
214.94
216.5
216.71
217.4
216.89
216.51
216.65
216.01
216.61
216.39
216.52
216.26
215.32
213.92
215.81
215.17
214.77
216.52
215.83
218.21
219.48
219.34
219.52
219.04
219.6
219.68
219.41
219.67
220.53
220.5
220.29
220.69
220.24
219.87
221.09
220.88
216.96
217.84
219.25
220.37
220.86
221.37
222.43
222.38
222.19
222.13
223.9
224.65
224.48
223.76
224.18
224.29
223.95
223.9
225.0
224.71
224.28
224.33
226.19
224.67
224.61
224.51
224.78
224.93
223.12
225.11
223.13
223.55
223.93
224.45
222.39
223.84
224.08
223.91
225.59
225.97
227.03
227.0
227.12
228.35
228.45
228.25
228.19
228.75
228.76
228.54
228.27
228.15
228.65
228.76
228.32
228.74
229.16
228.6
228.59
225.36
225.7
227.93
227.9
228.3
224.74
224.39
224.57
226.92
226.1
225.58
226.1
226.11
226.37
227.44
228.81
229.13
227.49
228.27
228.24
227.97
230.4
231.18
231.29
231.21
231.52
232.02
232.25
232.33
231.71
231.76
231.28
231.42
232.32
232.6
233.42
234.43
234.93
235.21
236.61
236.34
235.95
236.57
236.94
236.59
236.88
237.19
237.36
237.59
237.66
238.88
237.95
238.37
